Name,Description,Location,Location On Hand,Location Committed,Location Available
K6699-F2099,HomePop Emerson Wingback Accent Chair,KFNJ,,,
K6699-F2099,HomePop Emerson Wingback Accent Chair,KFHQ,102,2,100
K6699-F2148,HomePop Emerson Wingback Accent Chair,KFNJ,2,,2
K6699-F2148,HomePop Emerson Wingback Accent Chair,KFHQ,88,,88
K6699-F2230,HomePop Emerson Rolled Arm Accent Chair - Blue Calypso Stripe,KFNJ,,,
K6699-F2230,HomePop Emerson Rolled Arm Accent Chair - Blue Calypso Stripe,KFHQ,98,7,91
K6699-F2231,HomePop Emerson Rolled Arm Accent Chair - Dove Grey Stripe,KFNJ,225,6,219
K6699-F2231,HomePop Emerson Rolled Arm Accent Chair - Dove Grey Stripe,KFHQ,196,2,194
K6699-F2352,HomePop Emerson Wingback Accent Chair - Blue and White Stripe,KFHQ,81,,81
K6699-F2352,HomePop Emerson Wingback Accent Chair - Blue and White Stripe,KFNJ,38,2,36
K6705A,HomePop Metal Accent Table Gold Base Mirror Top (Set of 2),KFNJ,23,2,21
K6705A,HomePop Metal Accent Table Gold Base Mirror Top (Set of 2),KFHQ,60,,60
K6757-F2352,HomePop Dining Chair  - Blue and White  Stripe (Set of 2),KFNJ,,,
K6757-F2352,HomePop Dining Chair  - Blue and White  Stripe (Set of 2),KFHQ,45,5,40
K6757-F2353,HomePop Dining Chair - Black and White Stripe (Set of 2),KFNJ,62,15,47
K6757-F2353,HomePop Dining Chair - Black and White Stripe (Set of 2),KFHQ,,,
K6771-A750,HomePop Blue Slate Large Accent Chair,KFNJ,79,5,74
K6771-A750,HomePop Blue Slate Large Accent Chair,KFHQ,109,,109
K6780-B210,Tufted Accent Chair,KFHQ,55,8,47
K6780-B210,Tufted Accent Chair,KFNJ,117,36,81
K6805-A727,"HomePop Classic Parsons Dining Chair - Paisley
(Set of 2)",KFNJ,139,3,136
K6805-A727,"HomePop Classic Parsons Dining Chair - Paisley
(Set of 2)",KFHQ,85,1,84
K6805-A750,HomePop Classic Parsons Dining Chair - Suri Blue - set of 2,KFHQ,64,14,50
K6805-A750,HomePop Classic Parsons Dining Chair - Suri Blue - set of 2,KFNJ,174,96,78
K6805-A751,"HomePop Classic Parsons Dining Chair - Yellow and Cream Damask 
(Set of 2)",KFNJ,57,4,53
K6805-A751,"HomePop Classic Parsons Dining Chair - Yellow and Cream Damask 
(Set of 2)",KFHQ,78,,78
K6805-A755,"HomePop Gray Diamond Parson Chairs 
(Set of 2)",KFNJ,,,
K6805-A755,"HomePop Gray Diamond Parson Chairs 
(Set of 2)",KFHQ,4,4,
K6805-A793,"HomePop Classic Parsons Dining Chair - Suri Brown
(Set of 2)",KFHQ,101,42,59
K6805-A793,"HomePop Classic Parsons Dining Chair - Suri Brown
(Set of 2)",KFNJ,,,
K6805-A794,"HomePop Lexie Parson Dining Chair
(Set of 2)",KFNJ,,,
K6805-A794,"HomePop Lexie Parson Dining Chair
(Set of 2)",KFHQ,143,,143
K6805-A823,"HomePop Bella Parsons Chair - Blue Trellis 
(Set of 2)",KFHQ,19,,19
K6805-A823,"HomePop Bella Parsons Chair - Blue Trellis 
(Set of 2)",KFNJ,49,3,46
K6805-A824,HomePop Parsons Chair - Grey Floral (Set of 2),KFNJ,29,1,28
K6805-A824,HomePop Parsons Chair - Grey Floral (Set of 2),KFHQ,28,1,27
K6805-A832,"HomePop Parsons Dining Chair - Grey Medallion
(set of 2)",KFHQ,110,,110
K6805-A832,"HomePop Parsons Dining Chair - Grey Medallion
(set of 2)",KFNJ,230,2,228
K6805-A848,Homepop Parsons Dining Chair -Navy Floral - set of 2,KFNJ,4,,4
K6805-A848,Homepop Parsons Dining Chair -Navy Floral - set of 2,KFHQ,23,2,21
K6805-A858,HomePop Classic Parsons Dining Chair - Blue Velvet Paisley Print (Set of 2),KFNJ,114,11,103
K6805-A858,HomePop Classic Parsons Dining Chair - Blue Velvet Paisley Print (Set of 2),KFHQ,,,
K6805-A858,HomePop Classic Parsons Dining Chair - Blue Velvet Paisley Print (Set of 2),KFHQ : KFHQQU,4,,
K6805-B214,"HomePop Dove Grey Velvet Parson Chairs
(Set of 2)",KFTS,,,
K6805-B214,"HomePop Dove Grey Velvet Parson Chairs
(Set of 2)",KFHQ,80,10,70
K6805-B214,"HomePop Dove Grey Velvet Parson Chairs
(Set of 2)",KFNJ,38,6,32
K6805-B215,"HomePop Classic Velvet Parsons Dining Chair - Dark Navy Blue Velvet 
(Set of 2)",KFNJ,89,4,85
K6805-B215,"HomePop Classic Velvet Parsons Dining Chair - Dark Navy Blue Velvet 
(Set of 2)",KFHQ,42,9,33
K6805-B228,"HomePop Velvet Parson Dining Chair
(Set of 2)",KFNJ,,,
K6805-B228,"HomePop Velvet Parson Dining Chair
(Set of 2)",KFHQ,13,8,5
K6805-B229,"HomePop Velvet Parson Dining Chair
(Set of 2)",KFHQ,64,4,60
K6805-B229,"HomePop Velvet Parson Dining Chair
(Set of 2)",KFNJ,23,,23
K6805-E830,HomePop Classic Parsons Dining Chair - Dark Blue Faux Leather (Set of 2),KFNJ,,,
K6805-E830,HomePop Classic Parsons Dining Chair - Dark Blue Faux Leather (Set of 2),KFHQ,36,4,32
K6805-E856,HomePop Classic Parsons Dining Chair - Gray Faux Leather (Set of 2),KFNJ,,,
K6805-E856,HomePop Classic Parsons Dining Chair - Gray Faux Leather (Set of 2),KFHQ,39,5,34
K6805-F1547,"HomePop Classic Parsons Dining Chair  - Blue and Cream Medallion
(Set of 2)",KFHQ,81,8,73
K6805-F1547,"HomePop Classic Parsons Dining Chair  - Blue and Cream Medallion
(Set of 2)",KFNJ,,,
K6805-F1565,"HomePop Parson Dining Chair 
(Set of 2)",KFNJ,73,6,67
K6805-F1565,"HomePop Parson Dining Chair 
(Set of 2)",KFHQ,68,4,64
K6805-F1569,"HomePop Classic Parsons Dining Chair - Orange 
(Set of 2)",KFHQ,57,2,55
K6805-F1569,"HomePop Classic Parsons Dining Chair - Orange 
(Set of 2)",KFNJ,12,1,11
K6805-F1570,"HomePop Classic Parsons Dining Chair - Navy Blue 
(Set of 2)",KFHQ,228,,228
K6805-F1570,"HomePop Classic Parsons Dining Chair - Navy Blue 
(Set of 2)",KFNJ,122,,122
K6805-F2004,"HomePop Parson Dining Chair 
(Set of 2)",KFHQ,59,6,53
K6805-F2004,"HomePop Parson Dining Chair 
(Set of 2)",KFNJ,59,8,51
K6805-F2039,"HomePop Classic Parsons Dining Chair - Cayenne
(single pack)",KFNJ,55,13,42
K6805-F2039,"HomePop Classic Parsons Dining Chair - Cayenne
(single pack)",KFHQ,183,3,180
K6805-F2051,"HomePop Classic Parsons Dining Chair -  Geo Brights Navy Blue
(Set of 2)",KFHQ,151,3,148
K6805-F2051,"HomePop Classic Parsons Dining Chair -  Geo Brights Navy Blue
(Set of 2)",KFNJ,46,4,42
K6805-F2051,"HomePop Classic Parsons Dining Chair -  Geo Brights Navy Blue
(Set of 2)",KFTS,,,
K6805-F2052,"HomePop Classic Parsons Dining Chair -  Geo Brights Warm Gray
(Set of 2)",KFHQ,185,,185
K6805-F2052,"HomePop Classic Parsons Dining Chair -  Geo Brights Warm Gray
(Set of 2)",KFNJ,11,,11
K6805-F2053,"HomePop Classic Parsons Dining Chair -  Geo Brights Light Green
(Set of 2)",KFHQ,95,7,88
K6805-F2053,"HomePop Classic Parsons Dining Chair -  Geo Brights Light Green
(Set of 2)",KFNJ,,,
K6805-F2054,"HomePop Geo Brights Parson Chairs
(Set of 2)",KFHQ,78,,78
K6805-F2054,"HomePop Geo Brights Parson Chairs
(Set of 2)",KFNJ,49,1,48
K6805-F2055,"HomePop Classic Parsons Dining Chair -  Geo Brights Teal
(Set of 2)",KFNJ,62,,62
K6805-F2055,"HomePop Classic Parsons Dining Chair -  Geo Brights Teal
(Set of 2)",KFHQ,230,,230
K6805-F2055,"HomePop Classic Parsons Dining Chair -  Geo Brights Teal
(Set of 2)",KFTS,,,
K6805-F2059,"HomePop Navy and Cream Modern Floral Parson Chairs
(Set of 2)",KFNJ,16,11,5
K6805-F2059,"HomePop Navy and Cream Modern Floral Parson Chairs
(Set of 2)",KFHQ,52,6,46
K6805-F2061,"HomePop Classic Parsons Dining Chair - Pewter Gray Cream Lattice 
(Set of 2)",KFNJ,186,2,184
K6805-F2061,"HomePop Classic Parsons Dining Chair - Pewter Gray Cream Lattice 
(Set of 2)",KFHQ,367,,367
K6805-F2062,"HomePop Classic Parsons Dining Chair - Navy Blue Cream Lattice 
(Set of 2)",KFHQ,23,6,17
K6805-F2062,"HomePop Classic Parsons Dining Chair - Navy Blue Cream Lattice 
(Set of 2)",KFNJ,102,6,96
K6805-F2063,"HomePop Blue Shades Parson Chairs
(Set of 2)",KFHQ,29,3,26
K6805-F2063,"HomePop Blue Shades Parson Chairs
(Set of 2)",KFNJ,48,1,47
K6805-F2069,"HomePop Classic Parsons Dining Chair  - Tan
(Set of 2)",KFNJ,65,,65
K6805-F2069,"HomePop Classic Parsons Dining Chair  - Tan
(Set of 2)",KFHQ,60,3,57
K6805-F2070,"HomePop Classic Parsons Dining Chair - Gray
(single pack)",KFNJ,76,1,75
K6805-F2070,"HomePop Classic Parsons Dining Chair - Gray
(single pack)",KFHQ,136,8,128
K6805-F2087,"HomePop Parson Dining Chair
(single pack)",KFHQ,74,,74
K6805-F2087,"HomePop Parson Dining Chair
(single pack)",KFNJ,80,3,77
K6805-F2088,"HomePop Classic Parsons Dining Chair - Navy Blue
(single pack)",KFHQ,180,14,166
K6805-F2088,"HomePop Classic Parsons Dining Chair - Navy Blue
(single pack)",KFNJ,28,28,
K6805-F2090,"HomePop Parson Dining Chair
(single pack)",KFHQ,42,12,30
K6805-F2090,"HomePop Parson Dining Chair
(single pack)",KFNJ,68,9,59
K6805-F2091,"HomePop Parson Dining Chair
(single pack)",KFHQ,35,12,23
K6805-F2091,"HomePop Parson Dining Chair
(single pack)",KFNJ,,,
K6805-F2092,"HomePop Parson Dining Chair
(single pack)",KFNJ,110,,110
K6805-F2092,"HomePop Parson Dining Chair
(single pack)",KFHQ,79,5,74
K6805-F2093,"HomePop Classic Parsons Dining Chair - Light Gray
(single pack)",KFHQ,304,92,212
K6805-F2093,"HomePop Classic Parsons Dining Chair - Light Gray
(single pack)",KFNJ,85,30,55
K6805-F2096,HomePop Classic Parsons Dining Chair - Blue Geometric (Set of 2),KFHQ,16,5,11
K6805-F2096,HomePop Classic Parsons Dining Chair - Blue Geometric (Set of 2),KFNJ,,,
K6805-F2245,HomePop Textured Parsons Chair - Melon (Set of 2),KFNJ,,,
K6805-F2245,HomePop Textured Parsons Chair - Melon (Set of 2),KFHQ,101,2,99
K6805-F2247,HomePop Textured Parsons Chair - Teal (Set of 2),KFNJ,87,2,85
K6805-F2247,HomePop Textured Parsons Chair - Teal (Set of 2),KFHQ,6,2,4
K6805-F2285,HomePop Classic Parsons Dining Chair - Navy Woven (Set of 2),KFHQ,40,5,35
K6805-F2285,HomePop Classic Parsons Dining Chair - Navy Woven (Set of 2),KFNJ,,,
K6805-F2302,HomePop Classic Parsons Dining Chair -Indigo Stripes (Set of 2),KFNJ,,,
K6805-F2302,HomePop Classic Parsons Dining Chair -Indigo Stripes (Set of 2),KFHQ,65,,65
K6805-F2321,HomePop Classic Parsons Dining Chair - Soft Gray Woven (Set of 2),KFHQ,73,3,70
K6805-F2321,HomePop Classic Parsons Dining Chair - Soft Gray Woven (Set of 2),KFHQ : KFHQQU,6,,
K6805-F2321,HomePop Classic Parsons Dining Chair - Soft Gray Woven (Set of 2),KFNJ,,,
K6805-F2343,HomePop Classic Parsons Dining Chair - Gray stripe (Set of 2),KFHQ,28,,28
K6805-F2343,HomePop Classic Parsons Dining Chair - Gray stripe (Set of 2),KFNJ,,,
K6805-F2348,HomePop Classic Parsons Dining Chair -Charcoal Square Geometric (Set of 2),KFNJ,,,
K6805-F2348,HomePop Classic Parsons Dining Chair -Charcoal Square Geometric (Set of 2),KFHQ,83,2,81
K6805-F2349,HomePop Parsons Dining Chair - Ash Gray Geometric (set of 2),KFNJ,,,
K6805-F2349,HomePop Parsons Dining Chair - Ash Gray Geometric (set of 2),KFHQ,18,4,14
K6805-F2350,HomePop Parsons Dining Chair - Gray Floral  (set of 2),KFHQ,51,10,41
K6805-F2350,HomePop Parsons Dining Chair - Gray Floral  (set of 2),KFNJ,34,13,21
K6805-F2354,HomePop Classic Parsons Dining Chair -Heathered Gray (Set of 2),KFHQ,32,5,27
K6805-F2354,HomePop Classic Parsons Dining Chair -Heathered Gray (Set of 2),KFNJ,,,
K6805-F2359,HomePop Classic Parsons Dining Chair -Blue Farmhouse Stripe (Set of 2),KFNJ,1,1,
K6805-F2359,HomePop Classic Parsons Dining Chair -Blue Farmhouse Stripe (Set of 2),KFHQ,,,
K6805-F2372,HomePop Classic Parsons Dining Chair -Black with Boucle Stripe (Set of 2),KFHQ,56,,56
K6805-F2372,HomePop Classic Parsons Dining Chair -Black with Boucle Stripe (Set of 2),KFNJ,,,
K6805-F2388,HomePop Classic Parsons Dining Chair -Gray Geometric (Set of 2),KFHQ,1,,1
K6805-F2388,HomePop Classic Parsons Dining Chair -Gray Geometric (Set of 2),KFNJ,,,
K6813-F1570,HomePop Square Tufted Bench with Wood Apron - Navy Blue,KFNJ,84,8,76
K6813-F1570,HomePop Square Tufted Bench with Wood Apron - Navy Blue,KFHQ,113,23,90
K6813-F2031,HomePop Square Tufted Bench with Wood Apron - Gray,KFHQ,114,4,110
K6813-F2031,HomePop Square Tufted Bench with Wood Apron - Gray,KFNJ,98,3,95
K6814-F2280,"SPATIAL ORDER - Dinah Modern Decorative Ottoman, Blue",KFHQ,3,1,2
K6814-F2280,"SPATIAL ORDER - Dinah Modern Decorative Ottoman, Blue",KFNJ,,,
K6858.24-A750,"HomePop 24"" Classic Parsons Counter Stool - Suri Blue",KFHQ,506,,506
K6858.24-A750,"HomePop 24"" Classic Parsons Counter Stool - Suri Blue",KFNJ,76,31,45
K6858.24-A793,HomePop Suri 24â€?  Barstool counter height,KFHQ,145,,145
K6858.24-A793,HomePop Suri 24â€?  Barstool counter height,KFNJ,28,,28
K6858.24-A794,HomePop Lexie 24â€? Barstool counter height,KFHQ,108,15,93
K6858.24-A794,HomePop Lexie 24â€? Barstool counter height,KFNJ : KFNJQU,4,,
K6858.24-A794,HomePop Lexie 24â€? Barstool counter height,KFNJ,,,
K6858.24-A825,"HomePop Classic Parsons 24"" Counter Stool - Gray Lattice",KFHQ,51,9,42
K6858.24-A825,"HomePop Classic Parsons 24"" Counter Stool - Gray Lattice",KFNJ,69,3,66
K6858.24-A832,"HomePop 24"" Parsons Counter Stool - Gray Medallion",KFNJ,1,1,
K6858.24-A832,"HomePop 24"" Parsons Counter Stool - Gray Medallion",KFHQ,153,10,143
K6858.24-A854,"Homepop 24"" Classic Parsons Counter Stool - Tan Geometric",KFHQ,8,,8
K6858.24-A854,"Homepop 24"" Classic Parsons Counter Stool - Tan Geometric",KFNJ,,,
K6858.24-F1374,HomePop Upholstered 24â€? Barstool Aqua Textured  counter height,KFNJ,59,8,51
K6858.24-F1374,HomePop Upholstered 24â€? Barstool Aqua Textured  counter height,KFHQ,8,2,6
K6858.24-F1530,"HomePop Braeburn 24"" counterstool",KFHQ,,,
K6858.24-F1530,"HomePop Braeburn 24"" counterstool",KFNJ,110,26,84
K6858.24-F2051,HomePop Geo Brights Navy Blue Upholstered Barstool 24â€? counter height,KFHQ,192,5,187
K6858.24-F2051,HomePop Geo Brights Navy Blue Upholstered Barstool 24â€? counter height,KFNJ,151,8,143
K6858.24-F2052,HomePop Geo Brights Warm Gray Upholstered Barstool 24â€? counter height,KFNJ,80,3,77
K6858.24-F2052,HomePop Geo Brights Warm Gray Upholstered Barstool 24â€? counter height,KFHQ,56,,56
K6858.24-F2246,"HomePop Classic Parsons 24"" Counter Stool - Textured Navy",KFHQ,28,4,24
K6858.24-F2246,"HomePop Classic Parsons 24"" Counter Stool - Textured Navy",KFNJ,108,,108
K6858.24-F2262,"HomePop  24""Classic Parsons Counterstool- Black Plaid",KFNJ,57,8,49
K6858.24-F2262,"HomePop  24""Classic Parsons Counterstool- Black Plaid",KFHQ,73,7,66
K6858.24-F765,"HomePop Upholstered 29"" Barstool Red Gold Damask bar height",KFHQ,101,3,98
K6858.24-F765,"HomePop Upholstered 29"" Barstool Red Gold Damask bar height",KFNJ,1,,1
K6858.24-F975,HomePop Upholstered 24â€? Barstool Brown Tan Sage Leaf counter height,KFNJ,31,,31
K6858.24-F975,HomePop Upholstered 24â€? Barstool Brown Tan Sage Leaf counter height,KFHQ,67,10,57
K6858.29-A793,HomePop Suri 29â€? Barstool bar height,KFHQ,79,2,77
K6858.29-A793,HomePop Suri 29â€? Barstool bar height,KFNJ,10,8,2
K6858.29-A825,"HomePop Parsons 29"" Barstool - Grey Lattice",KFNJ,,,
K6858.29-A825,"HomePop Parsons 29"" Barstool - Grey Lattice",KFHQ,7,6,1
K6858.29-F1374,"HomePop Upholstered 29"" Barstool Aqua Textured bar height",KFHQ,55,2,53
K6858.29-F1374,"HomePop Upholstered 29"" Barstool Aqua Textured bar height",KFNJ,87,,87
K6858.29-F1530,"HomePop Braeburn 29"" barstool",KFNJ,18,,18
K6858.29-F1530,"HomePop Braeburn 29"" barstool",KFHQ,17,,17
K6858.29-F2051,HomePop Geo Brights Navy Blue Upholstered Barstool 29â€? bar height,KFHQ,27,,27
K6858.29-F2051,HomePop Geo Brights Navy Blue Upholstered Barstool 29â€? bar height,KFNJ,73,3,70
K6858.29-F2052,HomePop Geo Brights Warm Gray Upholstered Barstool 29â€? bar height,KFNJ,,,
K6858.29-F2052,HomePop Geo Brights Warm Gray Upholstered Barstool 29â€? bar height,KFHQ,158,,158
K6858.29-F2244,"HomePop Textured 29"" Barstool - Grey",KFHQ,3,3,
K6858.29-F2244,"HomePop Textured 29"" Barstool - Grey",KFNJ,94,7,87
K6858.29-F2246,"HomePop Parsons 29"" Barstool - Textured Navy",KFNJ,25,5,20
K6858.29-F2246,"HomePop Parsons 29"" Barstool - Textured Navy",KFHQ,87,2,85
K6858.29-F2247,"HomePop Parsons 29"" Barstool - Textured Teal",KFHQ,45,,45
K6858.29-F2247,"HomePop Parsons 29"" Barstool - Textured Teal",KFNJ,49,,49
K6859-A832,HomePop Barrel Shaped Accent Chair - Grey Medallion,KFHQ,73,7,66
K6859-A832,HomePop Barrel Shaped Accent Chair - Grey Medallion,KFNJ,52,4,48
K6859-B300,HomePop ModernVelvet Barrel Accent Chair -Blush Pink,KFHQ,35,6,29
K6859-B300,HomePop ModernVelvet Barrel Accent Chair -Blush Pink,KFNJ,,,
K6859-E900,HomePop Modern Barrel Accent Chair -Brown Faux Leather,KFNJ,,,
K6859-E900,HomePop Modern Barrel Accent Chair -Brown Faux Leather,KFHQ,11,11,
K6859-F1374,HomePop Modern Barrel Accent Chair - Textured Aqua,KFHQ,76,2,74
K6859-F1374,HomePop Modern Barrel Accent Chair - Textured Aqua,KFNJ,,,
K6859-F1550,Chunky Textured Accent Chair,KFHQ,41,7,34
K6859-F1550,Chunky Textured Accent Chair,KFNJ,49,4,45
K6859-F1570,Chunky Textured Accent Chair,KFNJ,113,11,102
K6859-F1570,Chunky Textured Accent Chair,KFHQ,270,3,267
K6859-F2011,HomePop Modern Barrel Accent Chair - Flax Brown,KFNJ,,,
K6859-F2011,HomePop Modern Barrel Accent Chair - Flax Brown,KFHQ,,,
K6859-F2111,HomePop Modern Barrel Accent Chair - Charcoal,KFHQ,23,9,14
K6859-F2111,HomePop Modern Barrel Accent Chair - Charcoal,KFNJ,17,3,14
K6859-F2141,HomePop Modern Barrel Accent Chair - Textured Orange,KFHQ,10,3,7
K6859-F2141,HomePop Modern Barrel Accent Chair - Textured Orange,KFNJ,93,3,90
K6859-F2182,HomePop Modern Barrel Accent Chair - Slate Gray,KFHQ,21,,21
K6859-F2182,HomePop Modern Barrel Accent Chair - Slate Gray,KFNJ,30,7,23
K6859-F2351,HomePop Modern Barrel Accent Chair - Stain Resistant Textured Natural,KFHQ,80,2,78
K6859-F2351,HomePop Modern Barrel Accent Chair - Stain Resistant Textured Natural,KFNJ,70,4,66
K6861-E846,Leatherette Large Storage Bench,KFHQ,46,1,45
K6861-E846,Leatherette Large Storage Bench,KFNJ,25,,25
K6862-B215,HomePop Large Velvet Storage Ottoman - Navy,KFNJ,,,
K6862-B215,HomePop Large Velvet Storage Ottoman - Navy,KFHQ,38,3,35
K6862-B288,HomePop Large Velvet Storage Ottoman - Textured Gray,KFNJ,,,
K6862-B288,HomePop Large Velvet Storage Ottoman - Textured Gray,KFHQ,39,,39
K6862-E843,Large Leatherette Storage Ottoman,KFNJ,145,20,125
K6862-E843,Large Leatherette Storage Ottoman,KFHQ,406,10,396
K6862-E844,Large Leatherette Storage Ottoman,KFNJ,37,7,30
K6862-E844,Large Leatherette Storage Ottoman,KFHQ,75,16,59
K6862-E845,Large Leatherette Storage Ottoman,KFHQ,19,,19
K6862-E845,Large Leatherette Storage Ottoman,KFNJ,193,33,160
K6862-E846,Large Leatherette Storage Ottoman,KFNJ,229,9,220
K6862-E846,Large Leatherette Storage Ottoman,KFHQ,131,10,121
K6862-E847,Large Leatherette Storage Ottoman,KFNJ,140,27,113
K6862-E847,Large Leatherette Storage Ottoman,KFHQ,24,4,20
K6862-E848,Large Leatherette Storage Ottoman,KFNJ,37,18,19
K6862-E848,Large Leatherette Storage Ottoman,KFHQ,353,3,350
K6862-YDQY-2,HomePop Large Leatherette Storage Ottoman - Distressed Brown Faux Leather,KFHQ,61,1,60
K6862-YDQY-2,HomePop Large Leatherette Storage Ottoman - Distressed Brown Faux Leather,KFNJ,137,3,134
K6864-F1538,Kids' Pink Medallion Print Chair,KFNJ,1,1,
K6864-F1538,Kids' Pink Medallion Print Chair,KFHQ,49,1,48
K6908-A804,HomePop Modern Swoop Arm Chair - Gray Damask,KFNJ,44,1,43
K6908-A804,HomePop Modern Swoop Arm Chair - Gray Damask,KFHQ,49,,49
K6908-A854,HomePop Modern Swoop Arm Accent Chair - Tan Geometric,KFHQ,,,
K6908-A854,HomePop Modern Swoop Arm Accent Chair - Tan Geometric,KFNJ,,,
K6908-A869,HomePop Modern Swoop Arm Accent Chair - Orange and Cream Medallion,KFNJ,,,
K6908-A869,HomePop Modern Swoop Arm Accent Chair - Orange and Cream Medallion,KFHQ,105,1,104
K6908-B258,HomePop Modern Swoop Arm Accent Chair - Pink Velvet,KFHQ,70,1,69
K6908-B258,HomePop Modern Swoop Arm Accent Chair - Pink Velvet,KFNJ,29,,29
K6908-B267,"HomePop Modern Swoop Arm Velvet Accent Chair, Navy",KFHQ,50,7,43
K6908-B267,"HomePop Modern Swoop Arm Velvet Accent Chair, Navy",KFNJ,1,,1
K6908-B268,HomePop Modern Velvet Swoop Arm Accent Chair - Pink,KFNJ,78,,78
K6908-B268,HomePop Modern Velvet Swoop Arm Accent Chair - Pink,KFHQ,100,,100
K6908-B270,HomePop Modern Velvet Swoop Arm Accent Chair - Aqua,KFHQ,27,2,25
K6908-B270,HomePop Modern Velvet Swoop Arm Accent Chair - Aqua,KFNJ,,,
K6908-F1540,HomePop Swoop Accent Chair,KFHQ,3,3,
K6908-F1540,HomePop Swoop Accent Chair,KFNJ,128,24,104
K6908-F2044,HomePop Modern Swoop Arm Accent Chair - Aqua,KFNJ,,,
K6908-F2044,HomePop Modern Swoop Arm Accent Chair - Aqua,KFHQ,24,,24
K6908-F2230,HomePop Modern Swoop Accent Chair - Blue Calypso Stripe,KFNJ,,,
K6908-F2230,HomePop Modern Swoop Accent Chair - Blue Calypso Stripe,KFHQ,73,3,70
K6908-F2231,HomePop Modern Swoop Accent Chair - Dove Grey Stripe,KFNJ,106,8,98
K6908-F2231,HomePop Modern Swoop Accent Chair - Dove Grey Stripe,KFHQ,165,7,158
K6908-F2237,HomePop Modern Swoop Accent Chair - Charcoal Stripe,KFHQ : KFHQQU,10,,
K6908-F2237,HomePop Modern Swoop Accent Chair - Charcoal Stripe,KFNJ,57,3,54
K6908-F2237,HomePop Modern Swoop Accent Chair - Charcoal Stripe,KFHQ,,,
K6908-F2244,HomePop Modern Swoop Accent Chair - Textured Gray,KFHQ,13,4,9
K6908-F2244,HomePop Modern Swoop Accent Chair - Textured Gray,KFNJ,58,1,57
K6908-F2262,HomePop Modern Swoop Arm Accent Chair - Black Plaid,KFNJ,42,3,39
K6908-F2262,HomePop Modern Swoop Arm Accent Chair - Black Plaid,KFHQ,311,5,306
K6908-F2264,HomePop Modern Swoop Arm Accent Chair - Indigo,KFNJ : KFNJQU,1,,
K6908-F2264,HomePop Modern Swoop Arm Accent Chair - Indigo,KFHQ : KFHQQU,2,,
K6908-F2264,HomePop Modern Swoop Arm Accent Chair - Indigo,KFNJ,,,
K6908-F2264,HomePop Modern Swoop Arm Accent Chair - Indigo,KFHQ,,,
K6908-F2269,HomePop Modern Swoop Arm Accent Chair - Blue Plaid,KFHQ,66,2,64
K6908-F2269,HomePop Modern Swoop Arm Accent Chair - Blue Plaid,KFNJ,49,2,47
K6908-F2270,HomePop Modern Swoop Arm Accent Chair - Gray Plaid,KFHQ,32,9,23
K6908-F2270,HomePop Modern Swoop Arm Accent Chair - Gray Plaid,KFNJ,111,3,108
K6908-F2302,HomePop Modern Swoop Arm Accent Chair- Indigo Stripes,KFHQ,52,,52
K6908-F2302,HomePop Modern Swoop Arm Accent Chair- Indigo Stripes,KFNJ,,,
K6908-F2326,HomePop Modern Swoop Arm Accent Chair - Black Windowpane,KFNJ,,,
K6908-F2326,HomePop Modern Swoop Arm Accent Chair - Black Windowpane,KFHQ,79,2,77
K6908-F2327,HomePop Modern Swoop Arm Accent Chair - White Windowpane,KFHQ,105,,105
K6908-F2327,HomePop Modern Swoop Arm Accent Chair - White Windowpane,KFNJ,7,5,2
K6908-YDQY-2,HomePop Modern Swoop Arm Accent Chair - Distressed Brown Faux Leather,KFNJ,,,
K6908-YDQY-2,HomePop Modern Swoop Arm Accent Chair - Distressed Brown Faux Leather,KFHQ,71,5,66
K6935-F1594,HomePop Decorative Pet Bed Arched Wood Frame,KFHQ,,,
K6935-F1594,HomePop Decorative Pet Bed Arched Wood Frame,KFNJ,70,4,66
K6958-B118,Metal Bench Velvet Seat,KFNJ,150,3,147
K6958-B118,Metal Bench Velvet Seat,KFHQ,5,5,
K6958-B123,Metal Bench Velvet Seat,KFHQ,11,1,10
K6958-B123,Metal Bench Velvet Seat,KFNJ,70,9,61
K6958-B200,Metal Bench Velvet Seat,KFNJ,2,1,1
K6958-B200,Metal Bench Velvet Seat,KFHQ,22,10,12
K6958-B203,Metal Bench Velvet Seat,KFHQ,49,3,46
K6958-B203,Metal Bench Velvet Seat,KFNJ,73,5,68
K6958-B254,HomePop Velvet Tufted Ottoman - Silver,KFNJ,42,1,41
K6958-B254,HomePop Velvet Tufted Ottoman - Silver,KFHQ,53,1,52
K6958-B255,HomePop Tufted Velvet Ottoman - Black,KFNJ,,,
K6958-B255,HomePop Tufted Velvet Ottoman - Black,KFHQ,85,14,71
K6958-B258,HomePop Tufted Velvet Ottoman - Pink,KFHQ,35,1,34
K6958-B258,HomePop Tufted Velvet Ottoman - Pink,KFNJ,53,,53
K6958-B274,HomePop Velvet Tufted Ottoman - Deep Pink,KFNJ,,,
K6958-B274,HomePop Velvet Tufted Ottoman - Deep Pink,KFHQ,31,,31
K6958-F1374,HomePop Tufted Ottoman - Aqua Woven,KFHQ,39,,39
K6958-F1374,HomePop Tufted Ottoman - Aqua Woven,KFNJ,,,
K6995-F971,"HomePop Coral Dining Chair
(single pack)",KFHQ,,,
K6995-F971,"HomePop Coral Dining Chair
(single pack)",KFNJ,,,
